order_id,customer_id,product_id,quantity,amount_cents,currency,order_ts,status,channel
o006131,c00036,SKU0450,3,14001,USD,2026-01-15T04:44:15,refunded,web
o006132,c00158,SKU0383,2,3068,USD,2026-04-15T07:47:41,completed,web
o006133,c00371,SKU0405,1,1089,USD,2026-03-18T21:33:44,shipped,web
o006134,c00149,SKU0118,2,3578,USD,2026-02-24T11:23:03,completed,web
o006135,c00657,SKU0338,1,3496,USD,2026-04-22T17:16:08,completed,web
o006136,c00236,SKU0395,1,2169,USD,2026-03-30T08:21:18,cancelled,web
o006137,c00138,SKU0105,1,1467,USD,2026-02-17T07:56:34,completed,web
o006138,c00750,SKU0026,3,4884,USD,2026-02-10T02:51:35,completed,web
o006139,c00642,SKU0350,1,3604,USD,2026-02-13T16:52:38,completed,web
o006140,c00738,SKU0296,4,6024,USD,2026-03-26T15:25:30,completed,web
o006141,c00956,SKU0482,2,2074,USD,2026-02-24T04:42:00,completed,web
o006142,c00864,SKU0387,3,2013,USD,2025-11-24T16:41:05,shipped,mobile
o006143,c00752,SKU0231,1,4542,USD,2026-02-19T04:59:29,completed,web
o006144,c00963,SKU0019,1,2039,USD,2026-05-04T22:29:18,completed,mobile
o006145,c00955,SKU0246,1,2288,USD,2026-01-16T22:54:38,completed,mobile
o006146,c00571,SKU0029,2,1982,USD,2026-04-25T00:33:55,refunded,mobile
o006147,c00124,SKU0050,4,20260,USD,2026-04-18T02:07:53,refunded,web
o006148,c00350,SKU0015,4,13204,USD,2026-04-11T04:40:05,completed,web
o006149,c00751,SKU0139,3,2895,USD,2026-02-17T21:41:01,completed,mobile
o006150,c00750,SKU0439,5,9225,USD,2026-04-05T15:05:59,completed,mobile
o006151,c00223,SKU0384,1,2176,USD,2026-04-21T21:36:55,completed,marketplace
o006152,c00550,SKU0281,1,1705,USD,2026-02-18T12:35:08,cancelled,web
o006153,c00628,SKU0381,2,10128,USD,2026-02-20T10:16:39,completed,web
o006154,c00664,SKU0418,1,593,USD,2026-02-15T02:05:36,completed,mobile
o006155,c00271,SKU0004,1,3346,USD,2026-02-06T01:23:39,completed,mobile
o006156,c00241,SKU0132,3,9525,USD,2026-02-13T09:06:18,completed,marketplace
o006157,c00365,SKU0159,3,3000,USD,2026-03-24T04:52:50,completed,web
o006158,c00350,SKU0105,1,1467,USD,2026-01-12T12:13:05,completed,web
o006159,c00332,SKU0483,1,686,USD,2026-04-24T14:24:41,completed,web
o006160,c00654,SKU0456,1,1758,USD,2026-01-23T22:40:24,refunded,marketplace
o006161,c00435,SKU0435,1,2480,USD,2025-12-25T10:46:54,completed,mobile
o006162,c00954,SKU0333,1,1813,USD,2026-04-04T12:56:34,completed,web
o006163,c00748,SKU0171,2,2300,USD,2026-03-27T07:47:47,shipped,web
o006164,c00160,SKU0299,2,4180,USD,2026-04-20T23:14:12,completed,mobile
o006165,c00062,SKU0133,1,2255,USD,2026-03-01T19:45:42,completed,web
o006166,c00463,SKU0498,4,8600,USD,2026-04-02T10:56:31,completed,mobile
o006167,c00054,SKU0322,1,574,USD,2026-02-25T09:41:09,completed,mobile
o006168,c00739,SKU0005,1,2106,USD,2026-05-03T09:08:17,refunded,web
o006169,c00930,SKU0156,1,671,USD,2026-03-09T01:58:27,completed,mobile
o006170,c00052,SKU0438,1,1785,USD,2026-01-08T03:48:26,completed,api
o006171,c00855,SKU0372,2,2348,USD,2026-03-20T23:53:12,completed,web
o006172,c00159,SKU0253,5,5105,USD,2026-05-11T10:29:45,refunded,web
o006173,c00345,SKU0059,1,1210,USD,2026-02-13T09:50:27,completed,web
o006174,c00864,SKU0304,1,2148,USD,2026-02-07T03:22:00,cancelled,mobile
o006175,c00339,SKU0192,1,1482,USD,2026-03-03T07:30:43,completed,web
o006176,c00837,SKU0174,1,4357,USD,2026-03-01T03:18:58,completed,web
o006177,c00768,SKU0444,1,858,USD,2026-01-15T12:54:14,completed,web
o006178,c00390,SKU0430,2,13836,USD,2026-02-27T08:22:39,completed,web
o006179,c00346,SKU0016,1,701,USD,2026-04-15T17:41:44,refunded,mobile
o006180,c00957,SKU0239,4,4044,USD,2026-01-20T14:04:26,completed,web
o006181,c00165,SKU0489,2,4716,USD,2026-04-02T15:54:54,completed,web
o006182,c00247,SKU0227,3,3015,USD,2026-02-13T13:35:18,completed,marketplace
o006183,c00745,SKU0337,1,533,USD,2026-04-14T06:48:36,completed,web
o006184,c00947,SKU0024,5,7920,USD,2026-02-09T22:14:32,completed,mobile
o006185,c00454,SKU0350,1,3604,USD,2026-04-16T20:16:24,completed,web
o006186,c00476,SKU0130,2,5198,USD,2026-01-15T07:00:22,completed,mobile
o006187,c00229,SKU0425,1,3532,USD,2026-02-13T21:34:58,cancelled,web
o006188,c00343,SKU0061,5,17335,USD,2026-02-24T00:29:06,completed,mobile
o006189,c00052,SKU0202,1,700,USD,2026-02-01T15:29:03,completed,mobile
o006190,c00938,SKU0261,1,956,USD,2026-02-16T04:54:35,refunded,mobile
o006191,c00141,SKU0428,2,2986,USD,2026-02-13T04:46:13,cancelled,web
o006192,c00557,SKU0334,1,1403,USD,2026-02-10T08:19:49,completed,mobile
o006193,c00745,SKU0418,2,1186,USD,2026-02-20T16:38:30,refunded,web
o006194,c00336,SKU0170,1,1911,USD,2026-01-03T10:24:23,completed,web
o006195,c00133,SKU0132,1,3175,USD,2026-02-14T20:08:16,completed,mobile
o006196,c00042,SKU0326,1,1576,USD,2026-01-20T13:13:22,refunded,api
o006197,c00669,SKU0413,1,5541,USD,2026-03-06T10:41:47,shipped,mobile
o006198,c00954,SKU0094,2,1912,USD,2025-12-09T18:19:48,completed,web
o006199,c00070,SKU0183,1,1086,USD,2026-03-10T22:37:56,completed,web
o006200,c00827,SKU0500,1,1641,USD,2025-12-09T20:32:02,completed,web
o006201,c00344,SKU0445,1,2862,USD,2026-01-07T20:48:16,completed,api
o006202,c00166,SKU0348,1,3302,USD,2026-03-22T10:51:09,completed,web
o006203,c00365,SKU0183,3,3258,USD,2026-02-12T11:28:33,completed,web
o006204,c00763,SKU0362,1,1740,USD,2026-04-16T06:50:15,refunded,web
o006205,c00284,SKU0423,4,13844,USD,2026-03-28T11:51:43,shipped,web
o006206,c00845,SKU0494,1,832,USD,2026-04-11T15:46:47,completed,mobile
o006207,c00534,SKU0016,5,3505,USD,2025-12-28T08:56:10,refunded,mobile
o006208,c00230,SKU0131,1,838,USD,2026-03-11T04:34:17,refunded,mobile
o006209,c00424,SKU0174,1,4357,USD,2026-02-11T02:23:03,completed,web
o006210,c00153,SKU0181,1,895,USD,2026-04-17T08:40:31,shipped,mobile
o006211,c00765,SKU0397,2,6048,USD,2026-03-22T16:51:40,completed,mobile
o006212,c00370,SKU0158,2,1804,USD,2026-04-08T18:30:06,completed,mobile
o006213,c00147,SKU0452,1,2546,USD,2026-04-03T17:25:26,completed,mobile
o006214,c00360,SKU0364,1,855,USD,2026-04-07T18:43:52,completed,web
o006215,c00413,SKU0079,2,2292,USD,2026-03-09T12:02:44,shipped,web
o006216,c00352,SKU0325,1,2411,USD,2026-04-20T10:06:07,completed,mobile
o006217,c00656,SKU0340,3,10386,USD,2026-02-10T03:12:34,cancelled,web
o006218,c00254,SKU0114,1,2959,USD,2026-03-16T02:24:25,shipped,mobile
o006219,c00732,SKU0173,1,712,USD,2026-02-26T17:38:17,completed,web
o006220,c00063,SKU0235,3,735,USD,2026-04-15T09:14:10,shipped,web
o006221,c00335,SKU0062,3,10962,USD,2026-01-02T22:43:26,refunded,web
o006222,c00778,SKU0318,2,5618,USD,2026-05-05T10:00:09,completed,web
o006223,c00404,SKU0425,4,14128,USD,2026-01-16T11:25:45,completed,web
o006224,c00557,SKU0280,1,1202,USD,2026-03-28T14:17:37,completed,mobile
o006225,c00234,SKU0387,1,671,USD,2026-01-29T14:41:30,completed,web
o006226,c00959,SKU0271,2,2538,USD,2026-02-18T22:56:01,shipped,web
o006227,c00455,SKU0294,1,2178,USD,2026-03-06T15:33:05,shipped,web
o006228,c00653,SKU0270,3,2013,USD,2026-02-15T03:16:20,cancelled,mobile
o006229,c00550,SKU0247,3,4866,USD,2026-02-18T00:01:06,completed,web
o006230,c00079,SKU0487,4,17668,USD,2026-04-02T10:58:15,completed,web
o006231,c00930,SKU0258,1,1366,USD,2026-02-05T13:02:40,completed,web
o006232,c00351,SKU0070,3,4053,USD,2026-05-03T22:39:40,completed,mobile
o006233,c00376,SKU0277,1,1657,USD,2026-04-13T23:00:15,cancelled,web
o006234,c00560,SKU0185,3,6627,USD,2026-03-20T22:39:52,completed,mobile
o006235,c00650,SKU0263,1,1223,USD,2026-03-17T06:44:57,completed,web
o006236,c00237,SKU0492,3,3024,USD,2026-02-25T22:33:31,completed,mobile
o006237,c00650,SKU0139,4,3860,USD,2026-02-27T03:33:17,refunded,web
o006238,c00113,SKU0054,1,2172,USD,2025-11-29T01:43:23,completed,api
o006239,c00552,SKU0197,1,1457,USD,2026-03-02T21:10:43,completed,web
o006240,c00363,SKU0049,1,1403,USD,2026-04-01T04:49:20,cancelled,web
o006241,c00744,SKU0318,1,2809,USD,2026-03-29T17:07:52,completed,mobile
o006242,c00976,SKU0241,4,3080,USD,2026-01-10T12:17:46,completed,web
o006243,c00675,SKU0111,4,10368,USD,2026-04-13T23:21:09,completed,web
o006244,c00574,SKU0071,1,1302,USD,2026-04-03T15:32:16,cancelled,mobile
o006245,c00749,SKU0190,1,1932,USD,2026-04-17T05:37:09,shipped,web
o006246,c00249,SKU0075,2,1940,USD,2026-04-09T13:07:33,completed,web
o006247,c00057,SKU0147,1,1012,USD,2026-02-16T01:38:41,refunded,web
o006248,c00964,SKU0118,1,1789,USD,2026-04-15T01:56:10,completed,web
o006249,c00959,SKU0149,1,346,USD,2026-01-28T03:12:51,cancelled,web
o006250,c00322,SKU0396,1,1193,USD,2026-04-04T02:43:57,cancelled,mobile
o006251,c00323,SKU0284,1,1911,USD,2026-03-26T13:43:18,completed,mobile
o006252,c00250,SKU0314,1,4489,USD,2026-04-03T09:40:47,completed,web
o006253,c00738,SKU0465,1,2443,USD,2026-02-21T14:52:43,refunded,web
o006254,c00132,SKU0270,2,1342,USD,2025-12-20T15:57:07,completed,mobile
o006255,c00642,SKU0359,1,2743,USD,2026-03-06T17:13:05,completed,web
o006256,c00751,SKU0260,1,1278,USD,2026-04-14T17:33:59,completed,web
o006257,c00341,SKU0004,1,3346,USD,2026-03-08T08:40:44,cancelled,mobile
o006258,c00551,SKU0226,1,1523,USD,2026-03-28T00:47:46,completed,web
o006259,c00039,SKU0177,1,8166,USD,2026-04-17T01:32:28,completed,web
o006260,c00364,SKU0390,1,1831,USD,2026-02-01T17:51:02,completed,web
o006261,c00848,SKU0136,1,704,USD,2026-04-08T11:47:14,completed,web
o006262,c00162,SKU0070,2,2702,USD,2026-01-22T07:38:58,completed,web
o006263,c00154,SKU0379,3,5844,USD,2026-01-29T19:30:40,shipped,web
o006264,c00555,SKU0067,2,5158,USD,2026-02-12T06:00:53,completed,mobile
o006265,c00047,SKU0305,2,3234,USD,2026-02-14T20:31:19,completed,mobile
o006266,c00855,SKU0094,1,956,USD,2025-12-10T16:04:46,completed,mobile
o006267,c00266,SKU0064,2,6146,USD,2026-03-08T12:35:25,completed,web
o006268,c00175,SKU0343,3,6744,USD,2026-03-10T19:59:46,cancelled,mobile
o006269,c00741,SKU0296,1,1506,USD,2026-02-05T04:46:41,completed,web
o006270,c00951,SKU0119,1,1634,USD,2026-05-02T19:22:23,completed,mobile
o006271,c00184,SKU0196,1,1240,USD,2026-03-22T17:31:14,cancelled,mobile
o006272,c00943,SKU0374,1,1350,USD,2026-03-23T08:12:54,refunded,mobile
o006273,c00864,SKU0219,3,7710,USD,2026-03-11T02:22:24,completed,marketplace
o006274,c00646,SKU0090,1,610,USD,2026-03-02T08:03:19,completed,web
o006275,c00738,SKU0243,5,9470,USD,2026-03-25T21:37:58,shipped,web
o006276,c00341,SKU0050,3,15195,USD,2026-01-30T10:38:50,completed,web
o006277,c00566,SKU0159,2,2000,USD,2026-02-20T10:37:39,shipped,web
o006278,c00248,SKU0262,1,698,USD,2026-04-26T16:36:08,completed,mobile
o006279,c00065,SKU0189,1,1538,USD,2025-12-13T08:14:59,refunded,mobile
o006280,c00441,SKU0365,1,4993,USD,2026-04-20T22:28:02,completed,web
o006281,c00848,SKU0189,1,1538,USD,2026-03-16T16:37:25,completed,web
o006282,c00651,SKU0018,2,3874,USD,2026-02-23T06:13:08,completed,web
o006283,c00151,SKU0355,2,2194,USD,2026-02-23T07:45:33,completed,web
o006284,c00784,SKU0483,1,686,USD,2026-03-07T01:21:34,completed,web
o006285,c00674,SKU0033,1,981,USD,2026-01-25T12:05:09,cancelled,mobile
o006286,c00556,SKU0497,1,896,USD,2026-03-19T15:40:23,refunded,web
o006287,c00158,SKU0476,2,3102,USD,2026-02-08T18:16:45,completed,marketplace
o006288,c00174,SKU0411,1,4422,USD,2026-01-19T17:16:02,completed,web
o006289,c00753,SKU0387,1,671,USD,2026-04-13T22:21:55,completed,web
o006290,c00566,SKU0395,3,6507,USD,2026-01-09T03:50:54,refunded,mobile
o006291,c00732,SKU0108,1,4019,USD,2025-12-27T07:39:05,cancelled,mobile
o006292,c00060,SKU0428,1,1493,USD,2026-02-23T13:23:07,refunded,web
o006293,c00902,SKU0137,1,1772,USD,2026-01-27T14:38:34,completed,web
o006294,c00138,SKU0088,1,1407,USD,2026-04-18T05:03:23,refunded,mobile
o006295,c00558,SKU0482,2,2074,USD,2026-04-11T20:49:38,completed,mobile
o006296,c00631,SKU0449,1,1054,USD,2026-03-24T09:00:19,completed,web
o006297,c00149,SKU0070,1,1351,USD,2026-02-13T11:47:39,completed,mobile
o006298,c00668,SKU0048,2,2534,USD,2026-04-29T14:21:28,completed,web
o006299,c00134,SKU0283,1,1525,USD,2026-01-20T06:00:46,completed,web
o006300,c00517,SKU0356,1,842,USD,2026-05-10T13:13:08,cancelled,web
o006301,c00943,SKU0204,1,7248,USD,2026-01-04T11:59:19,shipped,web
o006302,c00631,SKU0027,1,926,USD,2025-11-29T15:35:02,refunded,web
o006303,c00843,SKU0290,3,5781,USD,2026-01-19T17:02:42,completed,api
o006304,c00321,SKU0121,2,1938,USD,2026-04-12T04:16:17,completed,mobile
o006305,c00948,SKU0189,1,1538,USD,2026-01-30T02:36:47,completed,web
o006306,c00828,SKU0257,2,11128,USD,2026-03-16T17:16:50,completed,api
o006307,c00755,SKU0185,2,4418,USD,2026-01-01T14:38:28,cancelled,web
o006308,c00338,SKU0073,2,10724,USD,2026-04-14T02:24:47,cancelled,web
o006309,c00753,SKU0015,1,3301,USD,2026-02-24T17:35:45,completed,web
o006310,c00361,SKU0003,1,581,USD,2026-04-27T21:19:43,cancelled,mobile
o006311,c00517,SKU0170,2,3822,USD,2026-04-20T04:51:04,completed,mobile
o006312,c00131,SKU0451,1,2349,USD,2026-04-08T23:48:56,completed,web
o006313,c00867,SKU0439,3,5535,USD,2026-04-19T03:53:56,shipped,web
o006314,c00718,SKU0440,1,2439,USD,2026-03-31T13:26:58,cancelled,web
o006315,c00763,SKU0094,2,1912,USD,2026-03-29T07:39:17,refunded,web
o006316,c00651,SKU0263,1,1223,USD,2026-04-11T23:52:38,completed,mobile
o006317,c00848,SKU0238,3,1995,USD,2026-02-06T19:45:18,cancelled,web
o006318,c00844,SKU0442,3,5301,USD,2026-04-18T12:07:08,completed,web
o006319,c00316,SKU0481,1,918,USD,2026-02-18T11:41:40,completed,web
o006320,c00056,SKU0445,1,2862,USD,2025-11-26T13:35:59,completed,mobile
o006321,c00153,SKU0334,4,5612,USD,2026-01-02T22:50:18,shipped,api
o006322,c00856,SKU0400,1,1781,USD,2025-12-24T10:25:50,completed,mobile
o006323,c00730,SKU0330,5,12095,USD,2026-01-10T06:51:10,completed,api
o006324,c00673,SKU0294,1,2178,USD,2025-12-02T10:58:31,completed,web
o006325,c00530,SKU0269,4,2404,USD,2026-04-06T11:40:36,completed,mobile
o006326,c00261,SKU0346,2,1146,USD,2026-03-03T04:18:03,completed,mobile
o006327,c00558,SKU0083,2,1982,USD,2026-02-15T23:53:47,completed,web
o006328,c00454,SKU0390,1,1831,USD,2026-02-17T13:40:03,completed,web
o006329,c00134,SKU0057,3,1554,USD,2026-03-27T01:48:40,shipped,mobile
o006330,c00078,SKU0211,1,1052,USD,2026-03-22T03:12:32,completed,web
o006331,c00264,SKU0231,3,13626,USD,2026-02-21T06:19:46,shipped,web
o006332,c00141,SKU0349,1,1056,USD,2026-01-10T18:09:18,cancelled,web
o006333,c00965,SKU0066,3,7875,USD,2025-12-18T06:27:56,completed,web
o006334,c00971,SKU0324,1,596,USD,2026-03-14T08:58:39,completed,web
o006335,c00266,SKU0115,4,11664,USD,2026-04-06T11:05:18,completed,web
o006336,c00645,SKU0090,5,3050,USD,2026-01-10T09:58:43,shipped,api
o006337,c00380,SKU0075,2,1940,USD,2026-04-10T09:26:48,completed,api
o006338,c00955,SKU0492,2,2016,USD,2026-03-04T13:29:13,completed,web
o006339,c00246,SKU0275,2,2618,USD,2026-03-14T22:29:33,completed,mobile
o006340,c00158,SKU0443,2,1946,USD,2026-04-03T10:41:14,cancelled,marketplace
o006341,c00852,SKU0443,3,2919,USD,2026-03-19T07:34:10,refunded,web
o006342,c00469,SKU0381,1,5064,USD,2026-03-10T14:21:18,completed,api
o006343,c00193,SKU0196,1,1240,USD,2025-12-29T19:19:56,shipped,mobile
o006344,c00954,SKU0038,2,1128,USD,2026-04-16T01:07:14,completed,mobile
o006345,c00801,SKU0164,5,12080,USD,2026-04-15T07:33:26,completed,web
o006346,c00539,SKU0034,1,1736,USD,2026-03-17T22:24:34,refunded,web
o006347,c00940,SKU0456,1,1758,USD,2026-02-28T14:57:13,completed,web
o006348,c00446,SKU0498,4,8600,USD,2026-03-19T05:37:56,completed,web
o006349,c00834,SKU0371,2,4200,USD,2026-05-07T01:46:26,completed,web
o006350,c00321,SKU0154,1,1745,USD,2026-03-21T17:10:35,refunded,mobile
o006351,c00455,SKU0373,1,782,USD,2026-02-14T01:42:11,shipped,mobile
o006352,c00169,SKU0305,1,1617,USD,2026-04-03T11:01:16,refunded,web
o006353,c00237,SKU0431,2,2466,USD,2026-01-02T10:02:47,completed,mobile
o006354,c00860,SKU0363,3,6582,USD,2026-04-08T08:39:52,completed,mobile
o006355,c00633,SKU0341,1,1378,USD,2026-03-10T04:38:24,shipped,web
o006356,c00368,SKU0304,1,2148,USD,2025-12-29T06:33:30,completed,web
o006357,c00945,SKU0023,1,2615,USD,2026-01-21T23:05:53,shipped,web
o006358,c00859,SKU0004,1,3346,USD,2026-01-09T22:54:48,shipped,api
o006359,c00960,SKU0437,1,458,USD,2026-02-17T16:26:19,shipped,mobile
o006360,c00446,SKU0110,1,1834,USD,2026-04-08T10:57:44,completed,web
o006361,c00732,SKU0216,2,5212,USD,2026-03-10T17:23:30,completed,mobile
o006362,c00148,SKU0072,1,999,USD,2026-01-31T15:55:09,completed,mobile
o006363,c00950,SKU0418,2,1186,USD,2026-04-15T12:41:59,completed,mobile
o006364,c00031,SKU0098,1,657,USD,2026-04-19T02:00:07,refunded,web
o006365,c00333,SKU0297,3,3588,USD,2026-01-19T02:01:17,completed,web
o006366,c00329,SKU0426,1,868,USD,2025-12-30T11:16:28,completed,mobile
o006367,c00285,SKU0181,2,1790,USD,2025-12-01T08:10:30,shipped,web
o006368,c00254,SKU0165,4,1696,USD,2026-04-16T11:50:32,completed,mobile
o006369,c00520,SKU0346,1,573,USD,2026-04-04T23:51:15,completed,web
o006370,c00176,SKU0383,1,1534,USD,2026-04-24T05:04:38,completed,web
o006371,c00442,SKU0439,2,3690,USD,2026-03-23T17:11:30,shipped,web
o006372,c00441,SKU0421,1,558,USD,2026-03-02T07:18:59,shipped,web
o006373,c00387,SKU0029,1,991,USD,2026-01-19T19:48:02,completed,web
o006374,c00574,SKU0123,2,6902,USD,2026-02-16T05:32:54,completed,web
o006375,c00050,SKU0126,1,3264,USD,2025-12-24T08:58:17,completed,mobile
o006376,c00871,SKU0108,5,20095,USD,2026-04-06T15:01:40,cancelled,mobile
o006377,c00549,SKU0330,3,7257,USD,2026-03-17T19:35:23,cancelled,web
o006378,c00819,SKU0111,4,10368,USD,2026-03-31T13:11:01,completed,web
o006379,c00186,SKU0432,2,8740,USD,2026-01-14T01:04:32,shipped,web
o006380,c00639,SKU0439,3,5535,USD,2026-03-12T07:22:07,shipped,mobile
o006381,c00971,SKU0403,4,29124,USD,2026-01-11T17:13:27,completed,api
o006382,c00745,SKU0207,2,11350,USD,2026-01-22T08:45:09,shipped,web
o006383,c00927,SKU0013,1,4784,USD,2025-11-23T18:05:49,cancelled,mobile
o006384,c00739,SKU0357,2,1250,USD,2026-02-17T20:41:20,completed,mobile
o006385,c00740,SKU0433,2,6068,USD,2026-03-31T17:04:22,shipped,web
o006386,c00077,SKU0186,1,2725,USD,2026-03-14T05:54:58,refunded,mobile
o006387,c00050,SKU0113,1,1210,USD,2025-12-19T01:06:15,cancelled,web
o006388,c00742,SKU0269,2,1202,USD,2026-03-11T13:45:51,refunded,web
o006389,c00156,SKU0126,1,3264,USD,2026-02-28T19:12:56,completed,web
o006390,c00573,SKU0494,1,832,USD,2025-12-17T14:46:23,completed,web
o006391,c00959,SKU0465,2,4886,USD,2026-03-19T12:46:12,completed,web
o006392,c00242,SKU0361,5,16515,USD,2026-03-26T19:10:37,completed,web
o006393,c00368,SKU0485,1,2721,USD,2026-01-05T15:27:16,cancelled,mobile
o006394,c00234,SKU0328,5,7510,USD,2026-03-08T09:19:32,refunded,mobile
o006395,c00544,SKU0154,1,1745,USD,2026-04-15T09:22:36,shipped,mobile
o006396,c00139,SKU0413,2,11082,USD,2026-04-04T04:11:36,completed,mobile
o006397,c00758,SKU0385,2,3154,USD,2026-04-20T04:38:57,completed,web
o006398,c00329,SKU0454,1,1572,USD,2026-04-08T18:14:48,shipped,mobile
o006399,c00169,SKU0333,1,1813,USD,2026-02-18T00:23:36,completed,web
o006400,c00754,SKU0102,1,2017,USD,2026-02-13T01:27:59,cancelled,web
o006401,c00872,SKU0242,1,1211,USD,2026-01-21T11:11:39,completed,mobile
o006402,c00254,SKU0469,1,1863,USD,2026-04-12T04:39:14,completed,web
o006403,c00848,SKU0013,1,4784,USD,2026-03-01T00:28:17,shipped,web
o006404,c00231,SKU0205,1,1830,USD,2026-03-17T10:36:51,completed,web
o006405,c00762,SKU0356,2,1684,USD,2026-03-02T10:15:54,completed,mobile
o006406,c00466,SKU0282,5,5735,USD,2026-02-16T07:54:26,completed,mobile
o006407,c00425,SKU0206,3,2718,USD,2026-01-31T01:49:37,refunded,web
o006408,c00659,SKU0429,3,1284,USD,2026-04-17T16:13:21,completed,web
o006409,c00558,SKU0053,1,1804,USD,2026-02-25T09:16:42,completed,web
o006410,c00814,SKU0366,1,1478,USD,2026-02-02T06:04:21,completed,mobile
o006411,c00935,SKU0057,1,518,USD,2026-02-25T17:50:33,completed,web
o006412,c00386,SKU0168,1,1809,USD,2026-02-15T08:27:57,refunded,api
o006413,c00154,SKU0064,3,9219,USD,2026-01-12T00:13:11,cancelled,web
o006414,c00451,SKU0214,1,1905,USD,2026-02-04T20:43:36,completed,mobile
o006415,c00366,SKU0004,2,6692,USD,2026-03-12T00:50:48,completed,web
o006416,c00230,SKU0145,4,13804,USD,2026-04-17T12:22:31,cancelled,web
o006417,c00844,SKU0243,1,1894,USD,2026-04-11T11:43:59,completed,web
o006418,c00524,SKU0500,3,4923,USD,2026-02-11T08:35:29,completed,web
o006419,c00331,SKU0252,1,598,USD,2026-04-19T19:57:23,refunded,web
o006420,c00857,SKU0444,1,858,USD,2026-04-22T07:03:43,shipped,web
o006421,c00260,SKU0239,1,1011,USD,2026-04-16T18:39:21,completed,mobile
o006422,c00150,SKU0421,1,558,USD,2026-03-15T13:43:45,completed,mobile
o006423,c00766,SKU0116,1,2671,USD,2026-05-01T11:54:13,cancelled,web
o006424,c00249,SKU0288,2,942,USD,2026-04-07T02:49:22,completed,web
o006425,c00649,SKU0309,1,2102,USD,2026-04-17T19:41:36,cancelled,web
o006426,c00164,SKU0227,1,1005,USD,2026-02-27T09:12:36,completed,web
o006427,c00245,SKU0198,1,1230,USD,2026-02-10T05:59:35,completed,web
o006428,c00961,SKU0492,2,2016,USD,2026-04-05T13:21:59,shipped,web
o006429,c00344,SKU0196,2,2480,USD,2025-12-26T18:56:25,completed,mobile
o006430,c00238,SKU0071,2,2604,USD,2026-01-13T23:10:08,completed,web
o006431,c00236,SKU0222,5,5510,USD,2026-04-11T02:16:23,cancelled,web
o006432,c00455,SKU0447,1,5159,USD,2026-04-24T13:02:19,completed,web
o006433,c00250,SKU0270,1,671,USD,2026-04-24T20:57:31,refunded,mobile
o006434,c00020,SKU0388,1,2098,USD,2026-02-27T00:25:51,refunded,mobile
o006435,c00836,SKU0029,1,991,USD,2026-01-24T16:16:47,shipped,marketplace
o006436,c00934,SKU0151,1,3420,USD,2026-01-26T05:52:31,cancelled,web
o006437,c00643,SKU0482,1,1037,USD,2026-03-20T16:45:05,completed,web
o006438,c00932,SKU0429,2,856,USD,2026-02-13T17:13:31,completed,web
o006439,c00048,SKU0322,1,574,USD,2026-04-10T00:18:41,completed,mobile
o006440,c00128,SKU0190,1,1932,USD,2026-03-30T10:09:58,completed,web
o006441,c00652,SKU0342,1,593,USD,2026-04-20T04:50:03,completed,mobile
o006442,c00528,SKU0296,1,1506,USD,2026-01-21T10:34:16,cancelled,web
o006443,c00047,SKU0142,1,1177,USD,2026-03-25T01:09:11,refunded,mobile
o006444,c00050,SKU0097,2,8930,USD,2026-02-11T05:36:18,completed,web
o006445,c00256,SKU0156,1,671,USD,2025-12-31T03:09:02,completed,mobile
o006446,c00645,SKU0410,1,1417,USD,2026-01-05T08:38:38,completed,web
o006447,c00242,SKU0238,4,2660,USD,2026-02-07T10:36:06,refunded,web
o006448,c00458,SKU0298,1,877,USD,2026-02-03T23:28:13,completed,mobile
o006449,c00380,SKU0464,1,1982,USD,2026-01-17T23:40:32,completed,web
o006450,c00441,SKU0240,1,1745,USD,2026-02-16T05:02:57,completed,web
o006451,c00250,SKU0487,2,8834,USD,2026-04-03T04:32:44,cancelled,mobile
o006452,c00956,SKU0124,1,2458,USD,2026-03-16T23:37:16,cancelled,web
o006453,c00861,SKU0464,1,1982,USD,2026-04-06T21:38:05,refunded,marketplace
o006454,c00853,SKU0313,2,6024,USD,2026-01-16T04:15:00,refunded,mobile
o006455,c00385,SKU0422,3,3102,USD,2026-04-04T22:23:27,completed,mobile
o006456,c00749,SKU0314,1,4489,USD,2026-03-26T13:20:01,completed,web
o006457,c00145,SKU0437,1,458,USD,2026-03-28T18:37:33,completed,mobile
o006458,c00738,SKU0414,1,3365,USD,2026-04-05T17:20:18,completed,web
o006459,c00948,SKU0327,1,531,USD,2026-04-29T19:45:43,completed,web
o006460,c00024,SKU0045,1,1704,USD,2026-02-12T17:40:05,completed,web
o006461,c00345,SKU0451,1,2349,USD,2026-03-14T15:39:54,shipped,mobile
o006462,c00271,SKU0360,3,8655,USD,2025-12-21T18:35:25,completed,mobile
o006463,c00583,SKU0113,1,1210,USD,2026-02-13T18:48:00,completed,web
o006464,c00919,SKU0094,3,2868,USD,2026-03-15T07:11:08,completed,mobile
o006465,c00621,SKU0060,1,4175,USD,2026-03-30T19:11:30,shipped,mobile
o006466,c00045,SKU0497,1,896,USD,2026-03-22T01:08:25,completed,web
o006467,c00454,SKU0070,2,2702,USD,2026-03-09T13:00:57,refunded,web
o006468,c00654,SKU0017,1,1460,USD,2026-02-20T17:50:11,completed,web
o006469,c00965,SKU0031,1,1331,USD,2026-03-26T06:04:42,completed,mobile
